p5,_:28
p5,_:29
p5,_:30
p5,_:31
p5,_:32
p5,_:33
p5,_:34
p5,_:35
p5,_:36
p5,_:37
p5,_:38
p5,_:39
p5,_:40
p6,p0
p6,p1
p6,p2
p6,p3
p6,p4
p6,p5
p6,p6
p6,_:14
p6,_:15
p6,_:16
p6,_:17
p6,_:18
p6,_:19
p6,_:20
p6,_:21
p6,_:22
p6,_:23
p6,_:24
p6,_:25
p6,_:26
p6,_:27
p6,_:28
p6,_:29
p6,_:30
p6,_:31
p6,_:32
p6,_:33
p6,_:34
p6,_:35
p6,_:36
p6,_:37
p6,_:38
p6,_:39
p6,_:40
p7,p0
p7,p1
p7,p2
p7,p3
p7,p4
p7,p5
p7,p6
p7,p7
p7,_:14
p7,_:15
p7,_:16
p7,_:17
p7,_:18
p7,_:19
p7,_:20
p7,_:21
p7,_:22
p7,_:23
p7,_:24
p7,_:25
p7,_:26
p7,_:27
p7,_:28
p7,_:29
p7,_:30
p7,_:31
p7,_:32
p7,_:33
p7,_:34
p7,_:35
p7,_:36
p7,_:37
p7,_:38
p7,_:39
p7,_:40
p8,p0
p8,p1
p8,p2
p8,p3
p8,p4
p8,p5
p8,p6
p8,p7
p8,p8
p8,_:14
p8,_:15
p8,_:16
p8,_:17
p8,_:18
p8,_:19
p8,_:20
p8,_:21
p8,_:22
p8,_:23
p8,_:24
p8,_:25
p8,_:26
p8,_:27
p8,_:28
p8,_:29
p8,_:30
p8,_:31
p8,_:32
p8,_:33
p8,_:34
p8,_:35
p8,_:36
p8,_:37
p8,_:38
p8,_:39
p8,_:40
p9,p0
p9,p1
p9,p2
p9,p3
p9,p4
p9,p5
p9,p6
p9,p7
p9,p8
p9,p9
p9,_:14
p9,_:15
p9,_:16
p9,_:17
p9,_:18
p9,_:19
p9,_:20
p9,_:21
p9,_:22
p9,_:23
p9,_:24
p9,_:25
p9,_:26
p9,_:27
p9,_:28
p9,_:29
p9,_:30
p9,_:31
p9,_:32
p9,_:33
p9,_:34
p9,_:35
p9,_:36
p9,_:37
p9,_:38
p9,_:39
p9,_:40
p10,p0
p10,p1
p10,p2
p10,p3
p10,p4
p10,p5
p10,p6
p10,p7
p10,p8
p10,p9
p10,p10
p10,_:14
p10,_:15
p10,_:16
p10,_:17
p10,_:18
p10,_:19
p10,_:20
p10,_:21
p10,_:22
p10,_:23
p10,_:24
p10,_:25
p10,_:26
p10,_:27
p10,_:28
p10,_:29
p10,_:30
p10,_:31
p10,_:32
p10,_:33
p10,_:34
p10,_:35
p10,_:36
p10,_:37
p10,_:38
p10,_:39
p10,_:40
p11,p0
p11,p1
p11,p2
p11,p3
p11,p4
p11,p5
p11,p6
p11,p7
p11,p8
p11,p9
p11,p10
p11,p11
p11,_:14
p11,_:15
p11,_:16
p11,_:17
p11,_:18
p11,_:19
p11,_:20
p11,_:21
p11,_:22
p11,_:23
p11,_:24
p11,_:25
p11,_:26
p11,_:27
p11,_:28
p11,_:29
p11,_:30
p11,_:31
p11,_:32
p11,_:33
p11,_:34
p11,_:35
p11,_:36
p11,_:37
p11,_:38
p11,_:39
p11,_:40
p12,p0
p12,p1
p12,p2
p12,p3
p12,p4
p12,p5
p12,p6
p12,p7
p12,p8
p12,p9
p12,p10
p12,p11
p12,p12
p12,_:14
p12,_:15
p12,_:16
p12,_:17
p12,_:18
p12,_:19
p12,_:20
p12,_:21
p12,_:22
p12,_:23
p12,_:24
p12,_:25
p12,_:26
p12,_:27
p12,_:28
p12,_:29
p12,_:30
p12,_:31
p12,_:32
p12,_:33
p12,_:34
p12,_:35
p12,_:36
p12,_:37
p12,_:38
p12,_:39
p12,_:40
p13,p0
p13,p1
p13,p2
p13,p3
p13,p4
p13,p5
p13,p6
p13,p7
p13,p8
p13,p9
p13,p10
p13,p11
p13,p12
p13,p13
p13,_:14
p13,_:15
p13,_:16
p13,_:17
p13,_:18
p13,_:19
p13,_:20
p13,_:21
p13,_:22
p13,_:23
p13,_:24
p13,_:25
p13,_:26
p13,_:27
p13,_:28
p13,_:29
p13,_:30
p13,_:31
p13,_:32
p13,_:33
p13,_:34
p13,_:35
p13,_:36
p13,_:37
p13,_:38
p13,_:39
p13,_:40
_:0,p0
_:0,p1
_:0,p2
_:0,p3
_:0,p4
_:0,p5
_:0,p6
_:0,p7
_:0,p8
_:0,p9
_:0,p10
_:0,p11
_:0,_:0
_:0,_:14
_:0,_:15
_:0,_:16
_:0,_:17
_:0,_:18
_:0,_:19
_:0,_:20
_:0,_:21
_:0,_:22
_:0,_:23
_:0,_:24
_:0,_:25
_:0,_:26
_:0,_:27
_:0,_:28
_:0,_:29
_:0,_:30
_:0,_:31
_:0,_:32
_:0,_:33
_:0,_:34
_:0,_:35
_:0,_:36
_:0,_:37
_:0,_:38
_:0,_:39
_:0,_:40
_:1,p0
_:1,p1
_:1,p2
_:1,p3
_:1,p4
_:1,p5
_:1,p6
_:1,p7
_:1,p8
_:1,p9
_:1,p10
_:1,p11
_:1,_:1
_:1,_:0
_:1,_:14
_:1,_:15
_:1,_:16
_:1,_:17
_:1,_:18
_:1,_:19
_:1,_:20
_:1,_:21
_:1,_:22
_:1,_:23
_:1,_:24
_:1,_:25
_:1,_:26
_:1,_:27
_:1,_:28
_:1,_:29
_:1,_:30
_:1,_:31
_:1,_:32
_:1,_:33
_:1,_:34
_:1,_:35
_:1,_:36
_:1,_:37
_:1,_:38
_:1,_:39
_:1,_:40
_:2,p0
_:2,p1
_:2,p2
_:2,p3
_:2,p4
_:2,p5
_:2,p6
_:2,p7
_:2,p8
_:2,p9
_:2,p10
_:2,p11
_:2,_:2
_:2,_:0
_:2,_:1
_:2,_:14
_:2,_:15
_:2,_:16
_:2,_:17
_:2,_:18
_:2,_:19
_:2,_:20
_:2,_:21
_:2,_:22
_:2,_:23
_:2,_:24
_:2,_:25
_:2,_:26
_:2,_:27
_:2,_:28
_:2,_:29
_:2,_:30
_:2,_:31
_:2,_:32
_:2,_:33
_:2,_:34
_:2,_:35
_:2,_:36
_:2,_:37
_:2,_:38
_:2,_:39
_:2,_:40
_:3,p0
_:3,p1
_:3,p2
_:3,p3
_:3,p4
_:3,p5
_:3,p6
_:3,p7
_:3,p8
_:3,p9
_:3,p10
_:3,p11
_:3,_:3
_:3,_:0
_:3,_:1
_:3,_:2
_:3,_:14
_:3,_:15
_:3,_:16
_:3,_:17
_:3,_:18
_:3,_:19
_:3,_:20
_:3,_:21
_:3,_:22
_:3,_:23
_:3,_:24
_:3,_:25
_:3,_:26
_:3,_:27
_:3,_:28
_:3,_:29
_:3,_:30
_:3,_:31
_:3,_:32
_:3,_:33
_:3,_:34
_:3,_:35
_:3,_:36
_:3,_:37
_:3,_:38
_:3,_:39
_:3,_:40
_:4,p0
_:4,p1
_:4,p2
_:4,p3
_:4,p4
_:4,p5
_:4,p6
_:4,p7
_:4,p8
_:4,p9
_:4,p10
_:4,p11
_:4,_:4
_:4,_:0
_:4,_:1
_:4,_:2
_:4,_:3
_:4,_:14
_:4,_:15
_:4,_:16
_:4,_:17
_:4,_:18
_:4,_:19
_:4,_:20
_:4,_:21
_:4,_:22
_:4,_:23
_:4,_:24
_:4,_:25
_:4,_:26
_:4,_:27
_:4,_:28
_:4,_:29
_:4,_:30
_:4,_:31
_:4,_:32
_:4,_:33
_:4,_:34
_:4,_:35
_:4,_:36
_:4,_:37
_:4,_:38
_:4,_:39
_:4,_:40
_:5,p0
_:5,p1
_:5,p2
_:5,p3
_:5,p4
_:5,p5
_:5,p6
_:5,p7
_:5,p8
_:5,p9
_:5,p10
_:5,p11
_:5,_:5
_:5,_:0
_:5,_:1
_:5,_:2
_:5,_:3
_:5,_:4
_:5,_:14
_:5,_:15
_:5,_:16
_:5,_:17
_:5,_:18
_:5,_:19
_:5,_:20
_:5,_:21
_:5,_:22
_:5,_:23
_:5,_:24
_:5,_:25
_:5,_:26
_:5,_:27
_:5,_:28
_:5,_:29
_:5,_:30
_:5,_:31
_:5,_:32
_:5,_:33
_:5,_:34
_:5,_:35
_:5,_:36
_:5,_:37
_:5,_:38
_:5,_:39
_:5,_:40
_:6,p0
_:6,p1
_:6,p2
_:6,p3
_:6,p4
_:6,p5
_:6,p6
_:6,p7
_:6,p8
_:6,p9
_:6,p10
_:6,p11
_:6,_:6
_:6,_:0
_:6,_:1
_:6,_:2
_:6,_:3
_:6,_:4
_:6,_:5
_:6,_:14
_:6,_:15
_:6,_:16
_:6,_:17
_:6,_:18
_:6,_:19
_:6,_:20
_:6,_:21
_:6,_:22
_:6,_:23
_:6,_:24
_:6,_:25
_:6,_:26
_:6,_:27
_:6,_:28
_:6,_:29
_:6,_:30
_:6,_:31
_:6,_:32
_:6,_:33
_:6,_:34
_:6,_:35
_:6,_:36
_:6,_:37
_:6,_:38
_:6,_:39
_:6,_:40
_:7,p0
_:7,p1
_:7,p2
_:7,p3
_:7,p4
_:7,p5
_:7,p6
_:7,p7
_:7,p8
_:7,p9
_:7,p10
_:7,p11
_:7,_:7
_:7,_:0
_:7,_:1
_:7,_:2
_:7,_:3
_:7,_:4
_:7,_:5
_:7,_:6
_:7,_:14
_:7,_:15
_:7,_:16
_:7,_:17
_:7,_:18
_:7,_:19
_:7,_:20
_:7,_:21
_:7,_:22
_:7,_:23
_:7,_:24
_:7,_:25
_:7,_:26
_:7,_:27
_:7,_:28
_:7,_:29
_:7,_:30
_:7,_:31
_:7,_:32
_:7,_:33
_:7,_:34
_:7,_:35
_:7,_:36
_:7,_:37
_:7,_:38
_:7,_:39
_:7,_:40
_:8,p0
_:8,p1
_:8,p2
_:8,p3
_:8,p4
_:8,p5
_:8,p6
_:8,p7
_:8,p8
_:8,p9
_:8,p10
_:8,p11
_:8,_:8
_:8,_:0
_:8,_:1
_:8,_:2
_:8,_:3
_:8,_:4
_:8,_:5
_:8,_:6
_:8,_:7
_:8,_:14
_:8,_:15
_:8,_:16
_:8,_:17
_:8,_:18
_:8,_:19
_:8,_:20
_:8,_:21
_:8,_:22
_:8,_:23
_:8,_:24
_:8,_:25
_:8,_:26
_:8,_:27
_:8,_:28
_:8,_:29
_:8,_:30
_:8,_:31
_:8,_:32
_:8,_:33
_:8,_:34
_:8,_:35
_:8,_:36
_:8,_:37
_:8,_:38
_:8,_:39
_:8,_:40
_:9,p0
_:9,p1
_:9,p2
_:9,p3
_:9,p4
_:9,p5
_:9,p6
_:9,p7
_:9,p8
_:9,p9
_:9,p10
_:9,p11
_:9,_:9
_:9,_:0
_:9,_:1
_:9,_:2
_:9,_:3
_:9,_:4
_:9,_:5
_:9,_:6
_:9,_:7
_:9,_:8
_:9,_:14
_:9,_:15
_:9,_:16
_:9,_:17
_:9,_:18
_:9,_:19
_:9,_:20
_:9,_:21
_:9,_:22
_:9,_:23
_:9,_:24
_:9,_:25
_:9,_:26
_:9,_:27
_:9,_:28
_:9,_:29
_:9,_:30
_:9,_:31
_:9,_:32
_:9,_:33
_:9,_:34
_:9,_:35
_:9,_:36
_:9,_:37
_:9,_:38
_:9,_:39
_:9,_:40
_:10,p0
_:10,p1
_:10,p2
_:10,p3
_:10,p4
_:10,p5
_:10,p6
_:10,p7
_:10,p8
_:10,p9
_:10,p10
_:10,p11
_:10,_:10
_:10,_:0
_:10,_:1
_:10,_:2
_:10,_:3
_:10,_:4
_:10,_:5
_:10,_:6
_:10,_:7
_:10,_:8
_:10,_:9
_:10,_:14
_:10,_:15
_:10,_:16
_:10,_:17
_:10,_:18
_:10,_:19
_:10,_:20
_:10,_:21
_:10,_:22
_:10,_:23
_:10,_:24
_:10,_:25
_:10,_:26
_:10,_:27
_:10,_:28
_:10,_:29
_:10,_:30
_:10,_:31
_:10,_:32
_:10,_:33
_:10,_:34
_:10,_:35
_:10,_:36
_:10,_:37
_:10,_:38
_:10,_:39
_:10,_:40
_:11,p0
_:11,p1
_:11,p2
_:11,p3
_:11,p4
_:11,p5
_:11,p6
_:11,p7
_:11,p8
_:11,p9
_:11,p10
_:11,p11
_:11,_:11
_:11,_:0
_:11,_:1
_:11,_:2
_:11,_:3
_:11,_:4
_:11,_:5
_:11,_:6
_:11,_:7
_:11,_:8
_:11,_:9
_:11,_:10
_:11,_:14
_:11,_:15
_:11,_:16
_:11,_:17
_:11,_:18
_:11,_:19
_:11,_:20
_:11,_:21
_:11,_:22
_:11,_:23
_:11,_:24
_:11,_:25
_:11,_:26
_:11,_:27
_:11,_:28
_:11,_:29
_:11,_:30
_:11,_:31
_:11,_:32
_:11,_:33
_:11,_:34
_:11,_:35
_:11,_:36
_:11,_:37
_:11,_:38
_:11,_:39
_:11,_:40
_:12,p0
_:12,p1
_:12,p2
_:12,p3
_:12,p4
_:12,p5
_:12,p6
_:12,p7
_:12,p8
_:12,p9
_:12,p10
_:12,p11
_:12,_:12
_:12,_:0
_:12,_:1
_:12,_:2
_:12,_:3
_:12,_:4
_:12,_:5
_:12,_:6
_:12,_:7
_:12,_:8
_:12,_:9
_:12,_:10
_:12,_:14
_:12,_:15
_:12,_:16
_:12,_:17
_:12,_:18
_:12,_:19
_:12,_:20
_:12,_:21
_:12,_:22
_:12,_:23
_:12,_:24
_:12,_:25
_:12,_:26
_:12,_:27
_:12,_:28
_:12,_:29
_:12,_:30
_:12,_:31
_:12,_:32
_:12,_:33
_:12,_:34
_:12,_:35
_:12,_:36
_:12,_:37
_:12,_:38
_:12,_:39
_:12,_:40
_:13,p0
_:13,p1
_:13,p2
_:13,p3
_:13,p4
_:13,p5
_:13,p6
_:13,p7
_:13,p8
_:13,p9
_:13,p10
_:13,p11
_:13,_:13
_:13,_:0
_:13,_:1
_:13,_:2
_:13,_:3
_:13,_:4
_:13,_:5
_:13,_:6
_:13,_:7
_:13,_:8
_:13,_:9
_:13,_:10
_:13,_:11
_:13,_:14
_:13,_:15
_:13,_:16
_:13,_:17
_:13,_:18
_:13,_:19
_:13,_:20
_:13,_:21
_:13,_:22
_:13,_:23
_:13,_:24
_:13,_:25
_:13,_:26
_:13,_:27
_:13,_:28
_:13,_:29
_:13,_:30
_:13,_:31
_:13,_:32
_:13,_:33
_:13,_:34
_:13,_:35
_:13,_:36
_:13,_:37
_:13,_:38
_:13,_:39
_:13,_:40
_:14,_:14
_:14,_:15
_:14,_:16
_:14,_:17
_:14,_:18
_:14,_:19
_:14,_:20
_:14,_:21
_:14,_:22
_:14,_:23
_:14,_:24
_:14,_:25
_:14,_:26
_:14,_:27
_:14,_:28
_:14,_:29
_:14,_:30
_:14,_:31
_:14,_:32
_:14,_:33
_:14,_:34
_:14,_:35
_:14,_:36
_:14,_:37
_:14,_:38
_:14,_:39
_:14,_:40
_:15,_:15
_:15,_:16
_:15,_:17
_:15,_:18
_:15,_:19
_:15,_:20
_:15,_:21
_:15,_:22
_:15,_:23
_:15,_:24
_:15,_:25
_:15,_:26
_:15,_:27
_:15,_:28
_:15,_:29
_:15,_:30
_:15,_:31
_:15,_:32
_:15,_:33
_:15,_:34
_:15,_:35
_:15,_:36
_:15,_:37
_:15,_:38
_:15,_:39
_:15,_:40
_:16,_:16
_:16,_:17
_:16,_:18
_:16,_:19
_:16,_:20
_:16,_:21
_:16,_:22
_:16,_:23
_:16,_:24
_:16,_:25
_:16,_:26
_:16,_:27
_:16,_:28
_:16,_:29
_:16,_:30
_:16,_:31
_:16,_:32
_:16,_:33
_:16,_:34
_:16,_:35
_:16,_:36
_:16,_:37
_:16,_:38
_:16,_:39
_:16,_:40
_:17,_:17
_:17,_:18
_:17,_:19
_:17,_:20
_:17,_:21
_:17,_:22
_:17,_:23
_:17,_:24
_:17,_:25
_:17,_:26
_:17,_:27
_:17,_:28
_:17,_:29
_:17,_:30
_:17,_:31
_:17,_:32
_:17,_:33
_:17,_:34
_:17,_:35
_:17,_:36
_:17,_:37
_:17,_:38
_:17,_:39
_:17,_:40
_:18,_:18
_:18,_:19
_:18,_:20
_:18,_:21
_:18,_:22
_:18,_:23
_:18,_:24
_:18,_:25
_:18,_:26
_:18,_:27
_:18,_:28
_:18,_:29
_:18,_:30
_:18,_:31
_:18,_:32
_:18,_:33
_:18,_:34
_:18,_:35
_:18,_:36
_:18,_:37
_:18,_:38
_:18,_:39
_:18,_:40
_:19,_:19
_:19,_:20
_:19,_:21
_:19,_:22
_:19,_:23
_:19,_:24
_:19,_:25
_:19,_:26
_:19,_:27
_:19,_:28
_:19,_:29
_:19,_:30
_:19,_:31
_:19,_:32
_:19,_:33
_:19,_:34
_:19,_:35
_:19,_:36
_:19,_:37
_:19,_:38
_:19,_:39
_:19,_:40
_:20,_:20
_:20,_:21
_:20,_:22
_:20,_:23
_:20,_:24
_:20,_:25
_:20,_:26
_:20,_:27
_:20,_:28
_:20,_:29
_:20,_:30
_:20,_:31
_:20,_:32
_:20,_:33
_:20,_:34
_:20,_:35
_:20,_:36
_:20,_:37
_:20,_:38
_:20,_:39
_:20,_:40
_:21,_:21
_:21,_:22
_:21,_:23
_:21,_:24
_:21,_:25
_:21,_:26
_:21,_:27
_:21,_:28
_:21,_:29
_:21,_:30
_:21,_:31
_:21,_:32
_:21,_:33
_:21,_:34
_:21,_:35
_:21,_:36
_:21,_:37
_:21,_:38
_:21,_:39
_:21,_:40
_:22,_:22
_:22,_:23
_:22,_:24
_:22,_:25
_:22,_:26
_:22,_:27
_:22,_:28
_:22,_:29
_:22,_:30
_:22,_:31
_:22,_:32
_:22,_:33
_:22,_:34
_:22,_:35
_:22,_:36
_:22,_:37
_:22,_:38
_:22,_:39
_:22,_:40
_:23,_:23
_:23,_:24
_:23,_:25
_:23,_:26
_:23,_:27
_:23,_:28
_:23,_:29
_:23,_:30
_:23,_:31
_:23,_:32
_:23,_:33
_:23,_:34
_:23,_:35
_:23,_:36
_:23,_:37
_:23,_:38
_:23,_:39
_:23,_:40
_:24,_:24
_:24,_:25
_:24,_:26
_:24,_:27
_:24,_:28
_:24,_:29
_:24,_:30
_:24,_:31
_:24,_:32
_:24,_:33
_:24,_:34
_:24,_:35
_:24,_:36
_:24,_:37
_:24,_:38
_:24,_:39
_:24,_:40
_:25,_:25
_:25,_:27
_:26,_:26
_:26,_:28
_:26,_:29
_:26,_:30
_:26,_:31
_:26,_:32
_:26,_:33
_:26,_:34
_:26,_:35
_:26,_:36
_:26,_:37
_:26,_:38
_:26,_:39
_:26,_:40
_:27,_:27
_:28,_:28
_:28,_:29
_:28,_:30
_:28,_:31
_:28,_:32
_:28,_:33
_:28,_:34
_:28,_:35
_:28,_:36
_:28,_:37
_:28,_:38
_:28,_:39
_:28,_:40
_:29,_:29
_:29,_:30
_:29,_:31
_:29,_:32
_:29,_:33
_:29,_:34
_:29,_:35
_:29,_:36
_:29,_:37
_:29,_:38
_:29,_:39
_:29,_:40
_:30,_:30
_:30,_:31
_:30,_:32
_:30,_:33
_:30,_:34
_:30,_:35
_:30,_:36
_:30,_:37
_:30,_:38
_:30,_:39
_:30,_:40
_:31,_:31
_:31,_:32
_:31,_:33
_:31,_:34
_:31,_:35
_:31,_:36
_:31,_:37
_:31,_:38
_:31,_:39
_:31,_:40
_:32,_:32
_:32,_:33
_:32,_:34
_:32,_:35
_:32,_:36
_:32,_:37
_:32,_:38
_:32,_:39
_:32,_:40
_:33,_:33
_:33,_:34
_:33,_:35
_:33,_:36
_:33,_:37
_:33,_:38
_:33,_:39
_:33,_:40
_:34,_:34
_:34,_:35
_:34,_:36
_:34,_:37
_:34,_:38
_:34,_:39
_:34,_:40
_:35,_:35
_:35,_:36
_:35,_:37
_:35,_:38
_:35,_:39
_:35,_:40
_:36,_:36
_:36,_:37
_:36,_:38
_:36,_:39
_:36,_:40
_:37,_:37
_:37,_:38
_:37,_:39
_:37,_:40
_:38,_:38
_:38,_:40
_:39,_:39
_:40,_:40
